pitch_m,head_radius_m,gap_m,best_pair_i,best_pair_j
0.45033569335937507,5.385394176136364,0.022061311621938612,0,20
0.45033569335937507,5.336205610795455,0.03790313348347024,0,20
0.45033569335937507,5.2870170454545455,0.046091298534923525,3,25
0.45033569335937507,5.237828480113636,0.04184887898295858,0,19
0.45033569335937507,5.188639914772727,0.02000888501359402,0,19
0.45033569335937507,5.139451349431818,0.014444400218505599,0,19
0.45033569335937507,5.090262784090909,0.014065789451390476,0,21
0.45033569335937507,5.04107421875,0.025433583564077794,0,21
0.45033569335937507,4.991885653409091,0.041378212122397395,4,25
0.45033569335937507,4.973508522727273,0.03501518776552004,0,18
0.45033569335937507,4.971516250676407,0.03379850713139321,0,18
0.45033569335937507,4.969523978625541,0.03260907261701257,0,18
0.45033569335937507,4.967531706574675,0.03144691861860127,0,18
0.45033569335937507,4.9655394345238095,0.030312079442875867,0,18
0.45033569335937507,4.963547162472944,0.029204589306636386,0,18
0.45033569335937507,4.961554890422078,0.0281244823358974,0,18
0.45033569335937507,4.959562618371212,0.02707179256515127,0,18
0.45033569335937507,4.957570346320346,0.026046553936911715,0,18
0.45033569335937507,4.95557807426948,0.025048800300753182,0,18
0.45033569335937507,4.9535858022186146,0.024078565412760017,0,18
0.45033569335937507,4.951593530167749,0.023135882934745944,0,18
0.45033569335937507,4.949601258116883,0.022220786433571754,0,18
0.45033569335937507,4.947608986066017,0.021333309380436122,0,18
0.45033569335937507,4.945616714015151,0.02047348515018768,0,18
0.45033569335937507,4.943624441964285,0.0196413470205406,0,18
0.45033569335937507,4.942697088068182,0.019263459324555254,0,18
0.45033569335937507,4.94163216991342,0.018836928171410944,0,18
0.45033569335937507,4.939639897862554,0.018060261684197304,0,18
0.45033569335937507,4.937647625811689,0.01731138054101769,0,18
0.45033569335937507,4.935655353760823,0.016590317624027767,0,18
0.45033569335937507,4.933663081709957,0.015897105714631043,0,18
0.45033569335937507,4.931670809659091,0.015231777492836496,0,18
0.45033569335937507,4.9296785376082255,0.01459436553644694,0,18
0.45033569335937507,4.92768626555736,0.013984902320372,0,18
0.45033569335937507,4.925693993506494,0.013403420215841788,0,18
0.45033569335937507,4.923701721455628,0.01284995148970039,0,18
0.45033569335937507,4.921709449404762,0.012324528303670174,0,18
0.45033569335937507,4.919717177353896,0.011827182713580298,0,18
0.45033569335937507,4.9177249053030305,0.011357946668641455,0,18
0.45033569335937507,4.915732633252165,0.010916852010652123,0,18
0.45033569335937507,4.913740361201299,0.010503930473299172,0,18
0.45033569335937507,4.911748089150433,0.010119213681368394,0,18
